Year,NOC,Gold,Silver,Bronze,Total,Historical_Total_Medals,Historical_Gold_Medals,Is_Host,Participant_Count,Is_Participated,Previous_Medals,Previous_Participants,Past_Medal_Efficiency,Previous_Gold,Previous_Silver,Previous_Bronze,Previous_Total
2008,Samoa,0.0,1.0,0.0,1.0,0.0,0.0,0,7.0,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2012,Samoa,0.0,0.0,0.0,0.0,1.0,0.0,0,9.0,1,1.0,7.0,0.14285714285714285,0.0,1.0,0.0,1.0
2016,Samoa,0.0,0.0,0.0,0.0,1.0,0.0,0,9.0,1,0.0,9.0,0.0,0.0,0.0,0.0,0.0
2020,Samoa,0.0,0.0,0.0,0.0,1.0,0.0,0,13.0,1,0.0,9.0,0.0,0.0,0.0,0.0,0.0
2024,Samoa,0.0,0.0,0.0,0.0,1.0,0.0,0,24.0,1,0.0,13.0,0.0,0.0,0.0,0.0,0.0
1896,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
1968,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1976,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,1,0.0,7.0,0.0,0.0,0.0,0.0,0.0
1980,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,16.0,1,0.0,10.0,0.0,0.0,0.0,0.0,0.0
1984,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,31.0,1,0.0,16.0,0.0,0.0,0.0,0.0,0.0
1988,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,15.0,1,0.0,31.0,0.0,0.0,0.0,0.0,0.0
1992,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,20.0,1,0.0,15.0,0.0,0.0,0.0,0.0,0.0
1996,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,1,0.0,20.0,0.0,0.0,0.0,0.0,0.0
2000,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,1,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2004,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2008,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2012,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2016,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2020,San Marino,0.0,1.0,2.0,3.0,0.0,0.0,0,8.0,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2024,San Marino,0.0,0.0,0.0,0.0,3.0,0.0,0,5.0,1,3.0,8.0,0.375,0.0,1.0,2.0,3.0
1896,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,19.0,1,0.0,14.0,0.0,0.0,0.0,0.0,0.0
1980,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
1984,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,42.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,13.0,1,0.0,42.0,0.0,0.0,0.0,0.0,0.0
1992,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,17.0,1,0.0,13.0,0.0,0.0,0.0,0.0,0.0
1996,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0,34.0,1,0.0,17.0,0.0,0.0,0.0,0.0,0.0
2000,Saudi Arabia,0.0,1.0,1.0,2.0,0.0,0.0,0,23.0,1,0.0,34.0,0.0,0.0,0.0,0.0,0.0
2004,Saudi Arabia,0.0,0.0,0.0,0.0,2.0,0.0,0,16.0,1,2.0,23.0,0.08695652173913043,0.0,1.0,1.0,2.0
2008,Saudi Arabia,0.0,0.0,0.0,0.0,2.0,0.0,0,18.0,1,0.0,16.0,0.0,0.0,0.0,0.0,0.0
2012,Saudi Arabia,0.0,0.0,1.0,1.0,2.0,0.0,0,23.0,1,0.0,18.0,0.0,0.0,0.0,0.0,0.0
2016,Saudi Arabia,0.0,0.0,0.0,0.0,3.0,0.0,0,11.0,1,1.0,23.0,0.043478260869565216,0.0,0.0,1.0,1.0
2020,Saudi Arabia,0.0,1.0,0.0,1.0,3.0,0.0,0,33.0,1,0.0,11.0,0.0,0.0,0.0,0.0,0.0
2024,Saudi Arabia,0.0,0.0,0.0,0.0,4.0,0.0,0,11.0,1,1.0,33.0,0.030303030303030304,0.0,1.0,0.0,1.0
1896,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,24.0,1,0.0,14.0,0.0,0.0,0.0,0.0,0.0
1972,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,40.0,1,0.0,24.0,0.0,0.0,0.0,0.0,0.0
1976,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,33.0,1,0.0,40.0,0.0,0.0,0.0,0.0,0.0
1980,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,39.0,1,0.0,33.0,0.0,0.0,0.0,0.0,0.0
1984,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0,29.0,1,0.0,39.0,0.0,0.0,0.0,0.0,0.0
1988,Senegal,0.0,1.0,0.0,1.0,0.0,0.0,0,35.0,1,0.0,29.0,0.0,0.0,0.0,0.0,0.0
1992,Senegal,0.0,0.0,0.0,0.0,1.0,0.0,0,25.0,1,1.0,35.0,0.02857142857142857,0.0,1.0,0.0,1.0
1996,Senegal,0.0,0.0,0.0,0.0,1.0,0.0,0,12.0,1,0.0,25.0,0.0,0.0,0.0,0.0,0.0
2000,Senegal,0.0,0.0,0.0,0.0,1.0,0.0,0,32.0,1,0.0,12.0,0.0,0.0,0.0,0.0,0.0
2004,Senegal,0.0,0.0,0.0,0.0,1.0,0.0,0,21.0,1,0.0,32.0,0.0,0.0,0.0,0.0,0.0
2008,Senegal,0.0,0.0,0.0,0.0,1.0,0.0,0,17.0,1,0.0,21.0,0.0,0.0,0.0,0.0,0.0
2012,Senegal,0.0,0.0,0.0,0.0,1.0,0.0,0,32.0,1,0.0,17.0,0.0,0.0,0.0,0.0,0.0
2016,Senegal,0.0,0.0,0.0,0.0,1.0,0.0,0,22.0,1,0.0,32.0,0.0,0.0,0.0,0.0,0.0
2020,Senegal,0.0,0.0,0.0,0.0,1.0,0.0,0,9.0,1,0.0,22.0,0.0,0.0,0.0,0.0,0.0
2024,Senegal,0.0,0.0,0.0,0.0,1.0,0.0,0,13.0,1,0.0,9.0,0.0,0.0,0.0,0.0,0.0
1896,Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1924,Serbia,2.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Serbia,1.0,1.0,3.0,5.0,2.0,2.0,0,0.0,0,2.0,0.0,inf,2.0,0.0,0.0,2.0
1932,Serbia,0.0,0.0,0.0,0.0,7.0,3.0,0,0.0,0,5.0,0.0,inf,1.0,1.0,3.0,5.0
1936,Serbia,0.0,1.0,0.0,1.0,7.0,3.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Serbia,0.0,2.0,0.0,2.0,8.0,3.0,0,0.0,0,1.0,0.0,inf,0.0,1.0,0.0,1.0
1952,Serbia,1.0,2.0,0.0,3.0,10.0,3.0,0,0.0,0,2.0,0.0,inf,0.0,2.0,0.0,2.0
1956,Serbia,0.0,3.0,0.0,3.0,13.0,4.0,0,0.0,0,3.0,0.0,inf,1.0,2.0,0.0,3.0
1960,Serbia,1.0,1.0,0.0,2.0,16.0,4.0,0,0.0,0,3.0,0.0,inf,0.0,3.0,0.0,3.0
1964,Serbia,2.0,1.0,2.0,5.0,18.0,5.0,0,0.0,0,2.0,0.0,inf,1.0,1.0,0.0,2.0
1968,Serbia,3.0,3.0,2.0,8.0,23.0,7.0,0,0.0,0,5.0,0.0,inf,2.0,1.0,2.0,5.0
1972,Serbia,2.0,1.0,2.0,5.0,31.0,10.0,0,0.0,0,8.0,0.0,inf,3.0,3.0,2.0,8.0
1976,Serbia,2.0,3.0,3.0,8.0,36.0,12.0,0,0.0,0,5.0,0.0,inf,2.0,1.0,2.0,5.0
1980,Serbia,2.0,3.0,4.0,9.0,44.0,14.0,0,0.0,0,8.0,0.0,inf,2.0,3.0,3.0,8.0
1984,Serbia,7.0,4.0,7.0,18.0,53.0,16.0,0,0.0,0,9.0,0.0,inf,2.0,3.0,4.0,9.0
1988,Serbia,3.0,4.0,5.0,12.0,71.0,23.0,0,0.0,0,18.0,0.0,inf,7.0,4.0,7.0,18.0
1992,Serbia,0.0,0.0,0.0,0.0,83.0,26.0,0,0.0,0,12.0,0.0,inf,3.0,4.0,5.0,12.0
1996,Serbia,1.0,1.0,2.0,4.0,83.0,26.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Serbia,1.0,1.0,1.0,3.0,87.0,27.0,0,0.0,0,4.0,0.0,inf,1.0,1.0,2.0,4.0
2004,Serbia,0.0,2.0,0.0,2.0,90.0,28.0,0,0.0,0,3.0,0.0,inf,1.0,1.0,1.0,3.0
2008,Serbia,0.0,1.0,2.0,3.0,92.0,28.0,0,97.0,1,2.0,0.0,inf,0.0,2.0,0.0,2.0
2012,Serbia,1.0,1.0,2.0,4.0,95.0,28.0,0,134.0,1,3.0,97.0,0.030927835051546393,0.0,1.0,2.0,3.0
2016,Serbia,2.0,4.0,2.0,8.0,99.0,29.0,0,127.0,1,4.0,134.0,0.029850746268656716,1.0,1.0,2.0,4.0
2020,Serbia,3.0,1.0,5.0,9.0,107.0,31.0,0,110.0,1,8.0,127.0,0.06299212598425197,2.0,4.0,2.0,8.0
2024,Serbia,3.0,1.0,1.0,5.0,116.0,34.0,0,135.0,1,9.0,110.0,0.08181818181818182,3.0,1.0,5.0,9.0
1896,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1956,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0,52.0,1,0.0,7.0,0.0,0.0,0.0,0.0,0.0
1960,Singapore,0.0,1.0,0.0,1.0,0.0,0.0,0,5.0,1,0.0,52.0,0.0,0.0,0.0,0.0,0.0
1964,Singapore,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,1.0,5.0,0.2,0.0,1.0,0.0,1.0
1968,Singapore,0.0,0.0,0.0,0.0,1.0,0.0,0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,Singapore,0.0,0.0,0.0,0.0,1.0,0.0,0,12.0,1,0.0,6.0,0.0,0.0,0.0,0.0,0.0
1976,Singapore,0.0,0.0,0.0,0.0,1.0,0.0,0,4.0,1,0.0,12.0,0.0,0.0,0.0,0.0,0.0
1980,Singapore,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1984,Singapore,0.0,0.0,0.0,0.0,1.0,0.0,0,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Singapore,0.0,0.0,0.0,0.0,1.0,0.0,0,27.0,1,0.0,14.0,0.0,0.0,0.0,0.0,0.0
1992,Singapore,0.0,0.0,0.0,0.0,1.0,0.0,0,37.0,1,0.0,27.0,0.0,0.0,0.0,0.0,0.0
1996,Singapore,0.0,0.0,0.0,0.0,1.0,0.0,0,35.0,1,0.0,37.0,0.0,0.0,0.0,0.0,0.0
2000,Singapore,0.0,0.0,0.0,0.0,1.0,0.0,0,23.0,1,0.0,35.0,0.0,0.0,0.0,0.0,0.0
2004,Singapore,0.0,0.0,0.0,0.0,1.0,0.0,0,22.0,1,0.0,23.0,0.0,0.0,0.0,0.0,0.0
2008,Singapore,0.0,1.0,0.0,1.0,1.0,0.0,0,36.0,1,0.0,22.0,0.0,0.0,0.0,0.0,0.0
2012,Singapore,0.0,0.0,2.0,2.0,2.0,0.0,0,36.0,1,1.0,36.0,0.027777777777777776,0.0,1.0,0.0,1.0
2016,Singapore,1.0,0.0,0.0,1.0,4.0,0.0,0,32.0,1,2.0,36.0,0.05555555555555555,0.0,0.0,2.0,2.0
2020,Singapore,0.0,0.0,0.0,0.0,5.0,1.0,0,30.0,1,1.0,32.0,0.03125,1.0,0.0,0.0,1.0
2024,Singapore,0.0,0.0,1.0,1.0,5.0,1.0,0,32.0,1,0.0,30.0,0.0,0.0,0.0,0.0,0.0
1896,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Slovakia,1.0,1.0,1.0,3.0,0.0,0.0,0,98.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Slovakia,1.0,3.0,1.0,5.0,3.0,1.0,0,132.0,1,3.0,98.0,0.030612244897959183,1.0,1.0,1.0,3.0
2004,Slovakia,2.0,2.0,2.0,6.0,8.0,2.0,0,84.0,1,5.0,132.0,0.03787878787878788,1.0,3.0,1.0,5.0
2008,Slovakia,3.0,3.0,0.0,6.0,14.0,4.0,0,67.0,1,6.0,84.0,0.07142857142857142,2.0,2.0,2.0,6.0
2012,Slovakia,0.0,1.0,3.0,4.0,20.0,7.0,0,65.0,1,6.0,67.0,0.08955223880597014,3.0,3.0,0.0,6.0
2016,Slovakia,2.0,2.0,0.0,4.0,24.0,7.0,0,63.0,1,4.0,65.0,0.06153846153846154,0.0,1.0,3.0,4.0
2020,Slovakia,1.0,2.0,1.0,4.0,28.0,9.0,0,56.0,1,4.0,63.0,0.06349206349206349,2.0,2.0,0.0,4.0
2024,Slovakia,0.0,0.0,1.0,1.0,32.0,10.0,0,38.0,1,4.0,56.0,0.07142857142857142,1.0,2.0,1.0,4.0
1896,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
